scope,model,index,loss_domain,observed,predicted
train_oof,ridge,128,arxiv,6.386459827423096,5.566080958430336
train_oof,ridge,129,arxiv,3.993977546691896,4.204716477330388
train_oof,ridge,130,arxiv,6.638150691986084,5.730330539257366
train_oof,ridge,131,arxiv,5.80906867980957,4.972447669400694
train_oof,ridge,132,arxiv,4.413697719573975,5.09956837585378
train_oof,ridge,133,arxiv,4.70897388458252,5.366106914976372
train_oof,ridge,134,arxiv,4.7680277824401855,5.000957228784984
train_oof,ridge,135,arxiv,3.8103959560394287,3.5865614482845105
train_oof,ridge,136,arxiv,5.917137145996094,5.287301734126038
train_oof,ridge,137,arxiv,4.235694408416748,5.322777575782119
train_oof,ridge,138,arxiv,4.950296878814697,5.576467099767186
train_oof,ridge,139,arxiv,4.121966361999512,4.650369662983132
train_oof,ridge,140,arxiv,4.42227840423584,5.024715269623719
train_oof,ridge,141,arxiv,4.588603973388672,5.325414370625311
train_oof,ridge,142,arxiv,5.613559246063232,5.186031021402031
train_oof,ridge,143,arxiv,5.165351867675781,5.599545600159821
train_oof,ridge,144,arxiv,5.286879062652588,5.250204920581365
train_oof,ridge,145,arxiv,5.4775071144104,5.037410540090454
train_oof,ridge,146,arxiv,4.6838884353637695,5.562365476096394
train_oof,ridge,147,arxiv,4.996802806854248,5.064239405863491
train_oof,ridge,148,arxiv,5.128347873687744,4.924124629061428
train_oof,ridge,149,arxiv,4.04158878326416,4.563441787578034
train_oof,ridge,150,arxiv,6.429027080535889,5.95019344133688
train_oof,ridge,151,arxiv,4.342798233032227,4.9801755769030365
train_oof,ridge,152,arxiv,7.471311092376709,5.614556816738211
train_oof,ridge,153,arxiv,6.153942584991455,5.32724491578822
train_oof,ridge,154,arxiv,4.461211681365967,5.564727538726183
train_oof,ridge,155,arxiv,6.8755950927734375,5.024140016443645
train_oof,ridge,156,arxiv,4.939929962158203,5.533055505297165
train_oof,ridge,157,arxiv,4.281911849975586,5.349942386506859
train_oof,ridge,158,arxiv,6.599282264709473,5.744937251611705
train_oof,ridge,159,arxiv,4.34386682510376,5.332741616944196
train_oof,ridge,160,arxiv,6.112586498260498,5.522132775287439
train_oof,ridge,161,arxiv,5.008183002471924,5.971034759104362
train_oof,ridge,162,arxiv,4.039465427398682,4.79908650404327
train_oof,ridge,163,arxiv,4.059173583984375,4.715946079127929
train_oof,ridge,164,arxiv,3.790168285369873,3.492862907533635
train_oof,ridge,165,arxiv,5.559868812561035,5.154778181057179
train_oof,ridge,166,arxiv,6.321238994598389,5.640620698906914
train_oof,ridge,167,arxiv,5.978550434112549,5.6899994729703245
train_oof,ridge,168,arxiv,4.012665748596191,4.18861485603203
train_oof,ridge,169,arxiv,5.150933742523193,4.62292090870644
train_oof,ridge,170,arxiv,5.319530010223389,5.285383068067311
train_oof,ridge,171,arxiv,7.490321636199951,5.465677618424415
train_oof,ridge,172,arxiv,4.734106540679932,5.01891092272813
train_oof,ridge,173,arxiv,5.91796875,4.813122415749204
train_oof,ridge,174,arxiv,5.3430681228637695,5.244073373090348
train_oof,ridge,175,arxiv,6.148601055145264,5.642096113828746
train_oof,ridge,176,arxiv,6.40127420425415,5.7274928745755656
train_oof,ridge,177,arxiv,4.915499687194824,5.057239302900022
train_oof,ridge,178,arxiv,6.462648391723633,5.92311629662442
train_oof,ridge,179,arxiv,5.161398887634277,5.477648678578262
train_oof,ridge,180,arxiv,4.971569538116455,4.866218657669204
train_oof,ridge,181,arxiv,4.26754093170166,4.946524065721343
train_oof,ridge,182,arxiv,4.4235687255859375,5.407777809806023
train_oof,ridge,183,arxiv,3.985816478729248,4.328187695468324
train_oof,ridge,184,arxiv,5.022319793701172,4.990669701749005
train_oof,ridge,185,arxiv,4.2155866622924805,5.3971261719414585
train_oof,ridge,186,arxiv,5.160106658935547,5.240080944634284
train_oof,ridge,187,arxiv,4.388547897338867,5.499188229766799
train_oof,ridge,188,arxiv,3.8735406398773193,4.381243620287962
train_oof,ridge,189,arxiv,5.000061988830566,4.38276253612024
train_oof,ridge,190,arxiv,6.187487602233887,5.254483648249905
train_oof,ridge,191,arxiv,7.408135890960693,5.758180995662235
train_oof,ridge,192,arxiv,7.858880519866943,5.766092190267426
train_oof,ridge,193,arxiv,5.196945667266846,5.11437058057121
train_oof,ridge,194,arxiv,5.297939300537109,5.269952380312677
train_oof,ridge,195,arxiv,4.660756587982178,5.222704631665099
train_oof,ridge,196,arxiv,3.8209362030029297,4.016873688325517
train_oof,ridge,197,arxiv,4.526946067810059,5.567148270061755
train_oof,ridge,198,arxiv,5.197286128997803,5.001505068502792
train_oof,ridge,199,arxiv,5.136805534362793,4.686103562045626
train_oof,ridge,200,arxiv,5.14443826675415,5.230119896666281
train_oof,ridge,201,arxiv,6.249311923980713,5.333860859721518
train_oof,ridge,202,arxiv,4.237787246704102,4.91631790041721
train_oof,ridge,203,arxiv,5.984907627105713,5.777689892374866
train_oof,ridge,204,arxiv,4.317138195037842,5.34750198780606
train_oof,ridge,205,arxiv,6.176573753356934,5.987069907804884
train_oof,ridge,206,arxiv,5.589229106903076,5.811371031747797
train_oof,ridge,207,arxiv,4.953140258789063,5.528709052044795
train_oof,ridge,208,arxiv,5.139299392700195,4.608817475903395
train_oof,ridge,209,arxiv,4.757841110229492,5.529940802142048
train_oof,ridge,210,arxiv,3.829089879989624,3.983642619759916
train_oof,ridge,211,arxiv,4.6909003257751465,5.201552358293435
train_oof,ridge,212,arxiv,3.971222400665283,4.505266955826335
train_oof,ridge,213,arxiv,4.595373630523682,5.39110125777236
train_oof,ridge,214,arxiv,4.549870491027832,5.366507259921274
train_oof,ridge,215,arxiv,5.093480110168457,5.015355033348937
train_oof,ridge,216,arxiv,3.814728021621704,3.8591670142224954
train_oof,ridge,217,arxiv,3.745542764663696,3.3872912120377374
train_oof,ridge,218,arxiv,3.823155403137207,3.6807053881522696
train_oof,ridge,219,arxiv,4.584572792053223,5.10448405258385
train_oof,ridge,220,arxiv,5.989617824554443,5.859318860919055
train_oof,ridge,221,arxiv,4.34671688079834,4.765174595151653
train_oof,ridge,222,arxiv,7.176268100738525,6.025017130356177
train_oof,ridge,223,arxiv,5.679417610168457,5.3601569940049005
train_oof,ridge,224,arxiv,5.398396968841553,4.828667895491654
train_oof,ridge,225,arxiv,5.47501277923584,5.094955263472464
train_oof,ridge,226,arxiv,5.045462131500244,5.090547966355158
train_oof,ridge,227,arxiv,4.241272926330566,5.114607747584886
train_oof,ridge,228,arxiv,5.106696605682373,4.537562517883105
train_oof,ridge,229,arxiv,6.939610481262207,5.575823544691813
train_oof,ridge,230,arxiv,3.938359498977661,4.0740653448860265
train_oof,ridge,231,arxiv,7.030079364776611,5.6138743241465185
train_oof,ridge,232,arxiv,5.502832412719727,5.490176558413349
train_oof,ridge,233,arxiv,4.034206867218018,4.340149318551199
train_oof,ridge,234,arxiv,4.329438209533691,5.30512877240813
train_oof,ridge,235,arxiv,5.668350696563721,5.150070097576965
train_oof,ridge,236,arxiv,4.166162490844727,5.077462543864967
train_oof,ridge,237,arxiv,3.6796133518218994,2.573941446750727
train_oof,ridge,238,arxiv,5.299075126647949,4.900526168084373
train_oof,ridge,239,arxiv,3.8700473308563232,4.21769832593735
train_oof,ridge,240,arxiv,6.157205581665039,5.583523992612033
train_oof,ridge,241,arxiv,6.482175827026367,5.6503630402430165
train_oof,ridge,242,arxiv,5.609898090362549,5.332778806229514
train_oof,ridge,243,arxiv,3.756375312805176,3.5772261679794095
train_oof,ridge,244,arxiv,4.184356212615967,4.459769825170908
train_oof,ridge,245,arxiv,5.4499359130859375,5.763931529679308
train_oof,ridge,246,arxiv,4.071963310241699,4.876690705458446
train_oof,ridge,247,arxiv,5.9207048416137695,5.599536555558587
train_oof,ridge,248,arxiv,5.27329683303833,4.952350860074326
train_oof,ridge,249,arxiv,7.285429954528809,5.591827953228654
train_oof,ridge,250,arxiv,3.7316582202911377,3.136748545390053
train_oof,ridge,251,arxiv,6.010889053344727,5.939490701118528
train_oof,ridge,252,arxiv,3.935501098632813,4.368209631724192
train_oof,ridge,253,arxiv,4.43330192565918,5.47459161486916
train_oof,ridge,254,arxiv,5.100135803222656,4.99274054866565
train_oof,ridge,255,arxiv,4.915366172790527,5.306048544374411
train_oof,ridge,256,arxiv,4.470704078674316,5.307821518400905
train_oof,ridge,257,arxiv,4.29547643661499,5.226422984068597
train_oof,ridge,258,arxiv,4.105507373809815,3.9447219874713
train_oof,ridge,259,arxiv,4.91855525970459,5.347445740345888
train_oof,ridge,260,arxiv,3.732529163360596,3.1303143567577414
train_oof,ridge,261,arxiv,5.256964683532715,5.292506819114147
train_oof,ridge,262,arxiv,5.682465076446533,5.613833491342172
train_oof,ridge,263,arxiv,5.818199157714844,5.540337829506747
train_oof,ridge,264,arxiv,3.967181205749512,4.517912326805495
train_oof,ridge,265,arxiv,5.2648444175720215,5.2761379959790435
train_oof,ridge,266,arxiv,4.12778377532959,5.147579162811174
train_oof,ridge,267,arxiv,4.336478233337402,5.113448316314769
train_oof,ridge,268,arxiv,4.731829643249512,5.498901097722743
train_oof,ridge,269,arxiv,6.9411821365356445,5.402325874185917
train_oof,ridge,270,arxiv,4.524506092071533,5.321847272583411
train_oof,ridge,271,arxiv,4.692477226257324,4.4482668871696
train_oof,ridge,272,arxiv,4.589865684509277,5.147806864488637
train_oof,ridge,273,arxiv,5.1858978271484375,4.667029096952221
train_oof,ridge,274,arxiv,4.287403583526611,5.0652151544948465
train_oof,ridge,275,arxiv,3.801658153533936,4.192615781350998
train_oof,ridge,276,arxiv,5.085282325744629,4.307440833281107
train_oof,ridge,277,arxiv,6.986659526824951,5.728865741428527
train_oof,ridge,278,arxiv,5.099152565002441,4.295776111198242
train_oof,ridge,279,arxiv,6.321768760681152,5.738196330160212
train_oof,ridge,280,arxiv,7.054957866668701,5.337858246553941
train_oof,ridge,281,arxiv,3.911596536636353,4.079992435323759
train_oof,ridge,282,arxiv,5.762210369110107,5.325828349012596
train_oof,ridge,283,arxiv,3.7649972438812256,3.453116418297716
train_oof,ridge,284,arxiv,5.887785911560059,5.6456819247796215
train_oof,ridge,285,arxiv,3.825150966644287,3.984230428571959
train_oof,ridge,286,arxiv,5.507267475128174,5.078753237980388
train_oof,ridge,287,arxiv,4.611307144165039,5.596627298162154
train_oof,ridge,288,arxiv,6.751099109649658,5.178483092786602
train_oof,ridge,289,arxiv,6.441267967224121,5.576969917810359
train_oof,ridge,290,arxiv,4.801092624664307,4.753114261844812
train_oof,ridge,291,arxiv,6.935103416442871,5.842032726103475
train_oof,ridge,292,arxiv,6.097952365875244,5.874689798005635
train_oof,ridge,293,arxiv,5.983487606048584,5.297839344677513
train_oof,ridge,294,arxiv,5.667810916900635,4.884496003208985
train_oof,ridge,295,arxiv,3.859696626663208,3.959153161845947
train_oof,ridge,296,arxiv,4.071370601654053,4.4814727786204935
train_oof,ridge,297,arxiv,4.170116424560547,4.907957606439796
train_oof,ridge,298,arxiv,5.962640285491943,5.5265754877632585
train_oof,ridge,299,arxiv,5.457973003387451,5.313105945591761
train_oof,ridge,300,arxiv,3.697803258895874,2.549822787168297
train_oof,ridge,301,arxiv,4.195000648498535,4.660137384461149
train_oof,ridge,302,arxiv,4.766294002532959,5.381364579395263
train_oof,ridge,303,arxiv,3.716474294662476,3.1768808752346636
train_oof,ridge,304,arxiv,3.967398643493652,4.716403052155626
train_oof,ridge,305,arxiv,7.8979716300964355,5.939415009967989
train_oof,ridge,306,arxiv,4.352685928344727,5.294247107075378
train_oof,ridge,307,arxiv,3.770428895950317,3.5654928610368124
train_oof,ridge,308,arxiv,4.323264598846436,5.068164057897498
train_oof,ridge,309,arxiv,6.610982418060303,5.833953170211716
train_oof,ridge,310,arxiv,4.072699546813965,4.492501312083376
train_oof,ridge,311,arxiv,4.212804317474365,4.809969497211525
train_oof,ridge,312,arxiv,4.910178661346436,5.80232742867626
train_oof,ridge,313,arxiv,3.82012677192688,3.956369684876998
train_oof,ridge,314,arxiv,5.12227201461792,5.360449420579009
train_oof,ridge,315,arxiv,5.638375282287598,4.986610645337024
train_oof,ridge,316,arxiv,4.288810253143311,5.377310426905521
train_oof,ridge,317,arxiv,6.980814456939697,5.7673379272242125
train_oof,ridge,318,arxiv,3.733649730682373,3.0158703130323214
train_oof,ridge,319,arxiv,5.60081148147583,5.325019612831076
train_oof,ridge,320,arxiv,3.76289415359497,3.091072508528872
train_oof,ridge,321,arxiv,3.752189874649048,3.6377275476263558
train_oof,ridge,322,arxiv,6.786508560180664,5.634018527625572
train_oof,ridge,323,arxiv,5.65355920791626,5.499678770731652
train_oof,ridge,324,arxiv,5.507189750671387,5.127357618455116
train_oof,ridge,325,arxiv,5.749868869781494,5.500214232125163
train_oof,ridge,326,arxiv,5.013946056365967,4.506749945677372
train_oof,ridge,327,arxiv,4.323055744171143,4.977569001400041
train_oof,ridge,328,arxiv,8.6060152053833,6.032007779342972
train_oof,ridge,329,arxiv,6.628080368041992,5.918774633639985
train_oof,ridge,330,arxiv,5.410031795501709,5.568225597955657
train_oof,ridge,331,arxiv,5.2868475914001465,5.256127076290888
train_oof,ridge,332,arxiv,5.449760437011719,5.724768978296648
train_oof,ridge,333,arxiv,4.103119373321533,4.433882563150551
train_oof,ridge,334,arxiv,4.281890392303467,4.3665026697767075
train_oof,ridge,335,arxiv,5.148867130279541,6.008811184003382
train_oof,ridge,336,arxiv,5.4331583976745605,5.158987312625853
train_oof,ridge,337,arxiv,5.557127475738525,5.656337826360263
train_oof,ridge,338,arxiv,5.212016582489014,5.80450636318007
train_oof,ridge,339,arxiv,3.9496026039123535,4.455380618787472
train_oof,ridge,340,arxiv,5.473164081573486,5.417673370282378
train_oof,ridge,341,arxiv,6.331770420074463,5.795427555617867
train_oof,ridge,342,arxiv,5.042624473571777,5.681722553680013
train_oof,ridge,343,arxiv,4.6376237869262695,5.554371804480101
train_oof,ridge,344,arxiv,6.363047122955322,5.723299716828272
train_oof,ridge,345,arxiv,4.170180797576904,4.575790312494382
train_oof,ridge,346,arxiv,4.26777458190918,4.863936014188035
train_oof,ridge,347,arxiv,4.963431358337402,4.410600746244203
train_oof,ridge,348,arxiv,5.385106086730957,5.588485542694328
train_oof,ridge,349,arxiv,4.630802631378174,5.453009640660653
train_oof,ridge,350,arxiv,4.655246257781982,4.815706967884962
train_oof,ridge,351,arxiv,3.790780782699585,3.7199009375792595
train_oof,ridge,352,arxiv,7.950143814086914,5.527973519259134
train_oof,ridge,353,arxiv,5.144681453704834,5.353149560540913
train_oof,ridge,354,arxiv,4.458122253417969,5.272665555200806
train_oof,ridge,355,arxiv,4.996130466461182,5.319727148241683
train_oof,ridge,356,arxiv,4.155900001525879,4.246928894574684
train_oof,ridge,357,arxiv,4.006672859191895,4.740221350381336
train_oof,ridge,358,arxiv,3.81432843208313,3.937022389401984
train_oof,ridge,359,arxiv,4.214599609375,5.527957718231156
train_oof,ridge,360,arxiv,4.919804096221924,5.515528469515207
train_oof,ridge,361,arxiv,5.992777347564697,5.4022636705348095
train_oof,ridge,362,arxiv,5.378304481506348,5.9901622992132575
train_oof,ridge,363,arxiv,4.022712230682373,4.375748519970938
train_oof,ridge,364,arxiv,5.371683120727539,5.472658782180176
train_oof,ridge,365,arxiv,5.994759559631348,5.236297874204137
train_oof,ridge,366,arxiv,5.15336799621582,5.252715399238034
train_oof,ridge,367,arxiv,5.317757606506348,4.944769581073569
train_oof,ridge,368,arxiv,4.659271240234375,5.125466976028028
train_oof,ridge,369,arxiv,6.566560745239258,5.709407375719829
train_oof,ridge,370,arxiv,3.812534809112549,3.9346538740160097
train_oof,ridge,371,arxiv,4.124205112457275,4.284883816352958
train_oof,ridge,372,arxiv,4.719839096069336,4.913696469569876
train_oof,ridge,373,arxiv,7.270273208618164,5.488880655654907
train_oof,ridge,374,arxiv,5.396677017211914,5.458425828980935
train_oof,ridge,375,arxiv,4.326162815093994,5.107174917905016
train_oof,ridge,376,arxiv,4.248750686645508,5.107257298882835
train_oof,ridge,377,arxiv,4.541446685791016,5.660748884390132
train_oof,ridge,378,arxiv,5.325000286102295,5.898619439584711
train_oof,ridge,379,arxiv,4.158796787261963,4.695019164800818
train_oof,ridge,380,arxiv,7.869221210479736,5.583439975245493
train_oof,ridge,381,arxiv,4.490478992462158,5.430491220102226
train_oof,ridge,382,arxiv,5.694290637969971,5.312096944629879
train_oof,ridge,383,arxiv,7.222536563873291,5.633847525766191
train_oof,ridge,384,arxiv,4.808149814605713,5.642660305253122
train_oof,ridge,385,arxiv,4.399730205535889,5.562701447846208
train_oof,ridge,386,arxiv,5.939208984375,5.207765192972045
train_oof,ridge,387,arxiv,8.070134162902832,6.030047207133707
train_oof,ridge,388,arxiv,5.228769302368164,4.549212495815301
train_oof,ridge,389,arxiv,5.042656898498535,4.260412132811475
train_oof,ridge,390,arxiv,5.505525588989258,5.33435839568379
train_oof,ridge,391,arxiv,5.475152969360352,5.267349507086749
train_oof,ridge,392,arxiv,3.883453369140625,4.3015445927259295
train_oof,ridge,393,arxiv,4.947967529296875,4.821355228185839
train_oof,ridge,394,arxiv,5.581852912902832,4.906596136785628
train_oof,ridge,395,arxiv,4.54335880279541,5.591265162431523
train_oof,ridge,396,arxiv,3.8770134449005127,4.072985440137771
train_oof,ridge,397,arxiv,5.1948676109313965,5.073203506521052
train_oof,ridge,398,arxiv,3.849955320358277,4.054835352247505
train_oof,ridge,399,arxiv,3.8858330249786377,4.283724690432764
train_oof,ridge,400,arxiv,4.634857177734375,5.629944829368711
train_oof,ridge,401,arxiv,4.289231300354004,5.124821996274948
train_oof,ridge,402,arxiv,3.8328311443328857,3.947152387370313
train_oof,ridge,403,arxiv,3.899319887161255,4.3180342544427015
train_oof,ridge,404,arxiv,4.196807384490967,4.396604050775503
train_oof,ridge,405,arxiv,6.346347332000732,5.496024118157457
train_oof,ridge,406,arxiv,5.506587028503418,5.095412619407673
train_oof,ridge,407,arxiv,4.300411701202393,4.733489088015114
train_oof,ridge,408,arxiv,6.240303039550781,5.887532729268394
train_oof,ridge,409,arxiv,4.641107559204102,5.318781853007744
train_oof,ridge,410,arxiv,6.986260890960693,5.886775195113443
train_oof,ridge,411,arxiv,4.401761531829834,4.62046005382416
train_oof,ridge,412,arxiv,3.6853535175323486,2.7439669882670548
train_oof,ridge,413,arxiv,4.848710060119629,4.646428802303219
train_oof,ridge,414,arxiv,5.222966194152832,5.0999847972733665
train_oof,ridge,415,arxiv,5.318968772888184,5.607048399337232
train_oof,ridge,416,arxiv,4.469718933105469,5.638725413018009
train_oof,ridge,417,arxiv,4.082001686096191,4.2564976795581515
train_oof,ridge,418,arxiv,3.665641069412232,2.7116487224619044
train_oof,ridge,419,arxiv,4.949895858764648,4.84007979984597
train_oof,ridge,420,arxiv,5.933719158172607,5.767392341906291
train_oof,ridge,421,arxiv,3.856677770614624,4.040796198616191
train_oof,ridge,422,arxiv,4.493218898773193,5.109608096552575
train_oof,ridge,423,arxiv,5.907586574554443,5.607433937340794
train_oof,ridge,424,arxiv,4.495658874511719,5.2054408390896985
train_oof,ridge,425,arxiv,4.398210525512695,5.083482655580791
train_oof,ridge,426,arxiv,4.942922115325928,5.131490896404031
train_oof,ridge,427,arxiv,5.261141777038574,4.763859049232834
train_oof,ridge,428,arxiv,5.626219272613525,5.821516049237906
train_oof,ridge,429,arxiv,6.94798469543457,6.2307035644722415
train_oof,ridge,430,arxiv,5.041747093200684,4.726842008301056
train_oof,ridge,431,arxiv,4.364801406860352,4.611875627872511
train_oof,ridge,432,arxiv,6.998869895935059,5.72518876912249
train_oof,ridge,433,arxiv,4.011447429656982,4.620161775276449
